Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
15733,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,41,47,38,41,38,34,29,29,29,56,34,41,51,62,37
27705,Registered Nurse,Medical Services,Nursing,General Surgery,,45,48,43,39,49,54,27,69,27,32,33,68,41,65,29
49637,Registered Nurse,Medical Services,Nursing,General Surgery,,46,46,40,49,47,41,37,38,34,26,32,65,22,57,67
13352,Registered Nurse,Medical Services,Nursing,General Surgery,,47,47,48,44,47,63,29,56,24,42,49,67,49,54,38
44142,Registered Nurse,Medical Services,Nursing,General Surgery,,47,53,46,40,47,41,28,62,38,49,55,56,42,68,25
11882,Registered Nurse,Medical Services,Nursing,General Surgery,,52,51,50,50,56,59,50,53,57,41,23,51,65,54,59
29630,Registered Nurse,Medical Services,Nursing,General Surgery,,46,41,53,41,48,46,31,46,50,31,39,43,70,41,57
29482,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,57,48,64,56,61,73,58,79,43,66,35,36,77,47,63
24175,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,54,57,47,47,64,64,72,60,80,34,47,38,37,74,43
40881,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,56,52,61,61,51,48,76,40,70,45,59,59,80,34,65
24222,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,51,48,49,53,55,64,72,68,58,59,46,35,36,38,47
24354,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,52,54,46,52,55,74,35,60,38,56,45,69,31,53,48
14137,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,59,65,54,58,57,47,41,60,49,67,31,68,69,75,55
13174,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,56,47,59,62,54,78,78,48,30,34,61,73,62,52,64
7055,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,54,55,52,57,53,37,66,71,36,69,52,44,35,69,50
3661,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,57,64,51,54,57,51,39,36,72,52,50,65,57,67,59
27869,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,50,56,41,55,48,42,79,31,58,62,31,36,60,67,43
5538,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,56,39,70,54,59,74,60,65,43,45,68,33,71,35,77
34881,Phlebotomist I,Medical Services,Laboratory Services,Hematology,,60,61,61,53,64,57,79,73,76,37,75,56,55,73,41
11898,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,52,47,55,52,55,47,38,59,47,51,50,43,37,46,75
3096,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,61,67,56,62,59,33,41,48,59,76,58,54,42,78,76
42713,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,53,45,60,53,55,58,49,49,63,45,70,43,44,30,76
45065,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,60,68,52,61,60,38,46,39,71,48,47,76,48,77,75
40717,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,57,51,58,59,60,72,66,40,69,30,37,61,77,42,78
46671,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,56,70,50,51,54,32,30,32,77,75,42,47,75,79,52
45550,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,54,54,54,55,51,31,48,47,40,41,46,66,57,70,65
39731,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,49,56,41,46,52,53,33,38,57,60,32,41,46,66,48
21426,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,59,60,61,58,57,50,58,49,61,42,73,73,61,65,60
29527,Phlebotomist II,Medical Services,Laboratory Services,Hematology,,59,63,59,60,55,45,61,34,80,67,63,51,77,54,60
27633,Supervising Phlebotomist,Medical Services,Laboratory Services,Hematology,,62,60,60,65,63,78,55,58,49,58,39,74,69,59,73
48145,Advanced Practice Registered Nurse,Medical Services,Nursing,Hematology,,49,53,52,45,46,30,64,42,80,31,59,53,75,48,32
34743,Certified Nursing Assistant,Medical Services,Nursing,Hematology,,57,65,55,51,55,72,32,47,77,57,70,80,68,46,34
47289,Certified Nursing Assistant,Medical Services,Nursing,Hematology,,58,52,65,58,55,59,66,56,32,32,65,75,79,69,59
422,Licensed Practical Nurse,Medical Services,Nursing,Hematology,,54,61,45,55,53,69,71,31,76,73,79,40,35,56,34
35029,Licensed Practical Nurse,Medical Services,Nursing,Hematology,,53,57,48,57,51,48,43,33,57,70,52,49,43,52,64
41284,Registered Nurse,Medical Services,Nursing,Hematology,,62,59,66,69,54,33,64,78,37,69,51,75,65,54,68
29587,Registered Nurse,Medical Services,Nursing,Hematology,,63,64,67,58,64,59,46,80,69,65,59,64,73,57,56
43808,HIPAA Analyst,Administration,Health Information Management,HIPAA Compliance,,59,62,56,66,51,32,56,33,64,62,75,70,40,53,74
17028,Manager of HIPAA Compliance,Administration,Health Information Management,HIPAA Compliance,,53,52,58,50,52,47,37,65,60,72,49,40,68,37,51
43569,Medical Lab Technologist,Medical Services,Laboratory Services,Immunology,,63,62,64,60,64,48,68,74,72,65,79,47,41,64,60
39067,Medical Technologist,Medical Services,Laboratory Services,Immunology,,47,45,47,49,47,80,45,33,44,49,33,57,75,30,46
8783,Licensed Practical Nurse,Medical Services,Nursing,Infectious Diseases,,45,46,46,49,37,32,66,34,30,37,59,60,56,57,33
20710,Licensed Practical Nurse,Medical Services,Nursing,Infectious Diseases,,53,60,41,62,49,57,76,58,57,63,39,77,32,41,33
4810,Registered Nurse,Medical Services,Nursing,Infectious Diseases,,59,63,59,61,53,64,64,67,68,69,64,79,74,36,31
12061,Advanced Practice Registered Nurse,Medical Services,Nursing,Infusion Center,,75,75,81,70,72,64,63,81,72,76,85,74,92,79,66
22040,Certified Nursing Assistant,Medical Services,Nursing,Infusion Center,,82,87,74,84,84,99,98,90,99,100,67,79,79,70,60
6881,Certified Nursing Assistant,Medical Services,Nursing,Infusion Center,,83,75,90,79,88,96,72,86,65,71,94,74,80,91,100
25067,Licensed Practical Nurse,Medical Services,Nursing,Infusion Center,,83,85,82,80,86,79,94,90,97,62,91,90,75,89,73
42015,Licensed Practical Nurse,Medical Services,Nursing,Infusion Center,,82,78,85,78,85,88,93,96,72,76,83,66,85,96,75
20507,Registered Nurse,Medical Services,Nursing,Infusion Center,,87,85,87,82,92,84,73,100,98,66,61,93,90,84,95
37097,Registered Nurse,Medical Services,Nursing,Infusion Center,,81,82,79,80,82,60,95,81,98,76,68,67,84,88,81
29033,Director of Major Gifts,Administration,Hospital Foundation,Major Gifts,,49,50,53,48,45,62,63,34,48,40,76,59,69,51,31
12722,Giving Specialist,Administration,Hospital Foundation,Major Gifts,,52,53,52,53,50,45,39,59,49,57,57,64,39,43,53
9431,Sr. Giving Specialist,Administration,Hospital Foundation,Major Gifts,,52,55,52,53,48,50,54,61,31,55,66,68,44,65,35
22839,Sr. Giving Specialist,Administration,Hospital Foundation,Major Gifts,,61,59,61,66,58,59,63,68,69,78,74,58,40,30,63
2757,Digital Designer,Administration,Marketing Department,Media,,63,59,69,61,62,38,65,72,49,48,70,59,62,80,73
42673,Digital Designer,Administration,Marketing Department,Media,,61,60,63,63,56,45,66,53,61,71,67,51,71,58,62
9876,Digital Designer,Administration,Marketing Department,Media,,52,54,50,54,49,61,73,49,61,44,60,67,59,43,33
193,Graphic Designer,Administration,Marketing Department,Media,,59,53,64,65,55,45,52,72,49,52,43,77,63,32,77
16787,Graphic Designer,Administration,Marketing Department,Media,,53,43,56,53,59,54,67,58,37,30,39,36,47,67,79
7179,Media Placement Specialist,Administration,Marketing Department,Media,,49,45,46,58,47,31,62,37,36,46,30,46,40,52,78
19953,Chief Nursing Officer,Remote Clinics,Bristol Regional Clinic,Medical Services,,52,61,43,47,56,65,42,50,71,36,46,77,41,59,34
44941,Medical Director,Remote Clinics,Bristol Regional Clinic,Medical Services,,54,54,50,58,53,68,70,44,65,79,33,32,73,38,50
43424,Chief Nursing Officer,Remote Clinics,Clinton Regional Clinic,Medical Services,,47,45,53,46,44,46,35,44,35,43,79,56,39,45,50
2512,Medical Director,Remote Clinics,Clinton Regional Clinic,Medical Services,,66,71,68,60,64,60,42,67,66,68,73,76,80,73,52
40906,Chief Nursing Officer,Remote Clinics,Fairview Regional Clinic,Medical Services,,61,61,64,56,63,71,61,77,64,67,71,53,64,61,43
26582,Medical Director,Remote Clinics,Fairview Regional Clinic,Medical Services,,57,50,62,64,51,36,63,67,43,42,32,79,76,34,73
36995,Chief Nursing Officer,Remote Clinics,Franklin Regional Clinic,Medical Services,,60,65,63,50,60,65,31,80,65,77,71,60,69,58,33
15424,Medical Director,Remote Clinics,Franklin Regional Clinic,Medical Services,,60,56,62,64,58,50,58,54,48,56,41,62,75,58,79
26160,Chief Nursing Officer,Remote Clinics,Greenville Regional Clinic,Medical Services,,61,58,65,59,60,70,43,40,52,46,73,71,71,62,74
29118,Medical Director,Remote Clinics,Greenville Regional Clinic,Medical Services,,68,65,78,66,64,37,54,80,59,70,80,63,73,67,77
41003,Chief Nursing Officer,Remote Clinics,Lebanon Regional Clinic,Medical Services,,61,66,54,62,60,60,54,62,52,78,33,62,68,71,54
1323,Medical Director,Remote Clinics,Lebanon Regional Clinic,Medical Services,,58,63,49,64,54,42,71,60,62,80,50,53,33,56,51
27965,Chief Nursing Officer,Remote Clinics,Springfield Regional Clinic,Medical Services,,60,56,62,57,63,63,44,73,51,43,31,70,73,58,70
21770,Medical Director,Remote Clinics,Springfield Regional Clinic,Medical Services,,64,59,69,65,63,49,72,61,77,41,75,69,62,49,79
41470,Chief Nursing Officer,Remote Clinics,Washington Regional Clinic,Medical Services,,49,56,50,44,46,44,36,38,68,30,52,77,79,47,31
79,Medical Director,Remote Clinics,Washington Regional Clinic,Medical Services,,50,49,54,55,43,42,38,38,34,58,67,63,50,42,59
45195,Medical Lab Technologist,Medical Services,Laboratory Services,Microbiology,,64,64,68,61,63,43,46,63,74,66,75,57,59,60,73
18352,Medical Technologist,Medical Services,Laboratory Services,Microbiology,,52,63,42,49,53,59,32,53,70,57,36,74,47,49,32
31300,Medical Technologist,Medical Services,Laboratory Services,Microbiology,,54,53,59,46,57,46,52,78,58,47,72,44,45,63,39
4198,Licensed Practical Nurse,Medical Services,Nursing,MRI,,55,59,47,53,60,75,60,58,78,59,51,53,38,47,41
18055,Licensed Practical Nurse,Medical Services,Nursing,MRI,,52,46,56,50,54,61,68,42,53,43,58,32,68,56,57
13737,Registered Nurse,Medical Services,Nursing,MRI,,49,52,47,48,50,75,59,36,41,54,67,46,52,68,32
32357,Registered Nurse,Medical Services,Nursing,MRI,,63,62,67,53,68,51,32,69,73,45,62,61,60,70,75
10293,Manager of Network & Infrastructure,Administration,Health Information Management,Networking & Infrastructure,,54,55,52,57,50,64,69,57,49,59,68,65,48,47,33
3855,Network Analyst,Administration,Health Information Management,Networking & Infrastructure,,49,52,50,44,48,54,38,69,53,69,50,45,56,41,25
2607,Network Analyst,Administration,Health Information Management,Networking & Infrastructure,,48,45,45,49,53,63,60,20,49,41,43,25,50,64,68
5396,Network Analyst,Administration,Health Information Management,Networking & Infrastructure,,41,41,44,31,46,38,23,53,59,28,23,34,60,42,39
46789,Certified Nursing Assistant,Medical Services,Nursing,Neurology,,42,26,63,38,42,46,32,69,20,33,65,31,63,20,54
37054,Certified Nursing Assistant,Medical Services,Nursing,Neurology,,49,52,47,54,44,23,26,52,24,56,46,70,25,57,64
32310,Certified Nursing Assistant,Medical Services,Nursing,Neurology,,45,42,50,43,45,55,63,46,59,45,68,32,55,33,32
15234,Licensed Practical Nurse,Medical Services,Nursing,Neurology,,47,51,45,49,42,31,66,22,67,46,52,43,67,49,40
37625,Licensed Practical Nurse,Medical Services,Nursing,Neurology,,46,59,32,53,41,25,55,33,52,61,20,61,43,62,33
46752,Licensed Practical Nurse,Medical Services,Nursing,Neurology,,44,40,48,52,37,21,52,34,42,28,49,64,47,25,63
19424,Licensed Practical Nurse,Medical Services,Nursing,Neurology,,39,34,42,34,46,42,37,59,52,32,25,22,38,31,45
919,Registered Nurse,Medical Services,Nursing,Neurology,,52,60,42,55,52,58,61,34,58,58,54,56,36,66,45
38766,Registered Nurse,Medical Services,Nursing,Neurology,,45,44,44,49,42,43,45,30,58,28,39,65,51,24,57
12344,Certified Nursing Assistant,Medical Services,Nursing,Neurosurgery,,37,33,49,22,44,35,23,69,34,21,47,20,55,58,25
26866,Certified Nursing Assistant,Medical Services,Nursing,Neurosurgery,,46,53,34,56,40,33,52,20,54,65,36,52,26,40,54
42372,Licensed Practical Nurse,Medical Services,Nursing,Neurosurgery,,45,44,44,38,54,69,24,45,48,24,33,48,43,55,54
433,Registered Nurse,Medical Services,Nursing,Neurosurgery,,50,61,44,46,50,26,32,70,61,56,33,64,42,64,30
43196,Advanced Practice Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,42,44,44,38,41,65,21,25,46,70,65,26,49,33,35
8053,Advanced Practice Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,55,48,64,56,53,56,67,60,29,66,68,34,69,61,58
45947,Advanced Practice Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,52,52,54,58,43,25,54,51,20,58,68,64,39,64,56
16061,Advanced Practice Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,48,41,48,59,44,62,70,22,43,63,33,34,70,25,68
8822,Advanced Practice Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,45,45,45,44,45,54,56,60,42,63,56,31,38,43,25
46816,Certified Nursing Assistant,Medical Services,Nursing,Obstetrics and Gynecology,,51,51,50,54,48,56,61,48,69,47,65,63,43,24,44
23296,Certified Nursing Assistant,Medical Services,Nursing,Obstetrics and Gynecology,,49,41,60,51,45,48,64,61,34,29,66,65,65,37,47
20452,Certified Nursing Assistant,Medical Services,Nursing,Obstetrics and Gynecology,,50,47,56,46,50,31,34,59,62,60,40,27,62,38,62
1700,Licensed Practical Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,51,48,52,60,43,22,51,61,48,65,43,58,37,20,65
14334,Licensed Practical Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,49,47,47,50,53,32,62,51,54,49,32,23,37,61,66
15148,Licensed Practical Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,46,39,55,41,49,39,37,66,46,23,44,49,53,37,56
31362,Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,44,34,52,41,48,53,66,57,51,22,62,29,39,33,48
28120,Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,45,45,48,45,41,54,40,38,50,41,68,62,48,27,38
8207,Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,39,37,40,38,42,56,29,57,25,53,28,34,39,37,34
12640,Registered Nurse,Medical Services,Nursing,Obstetrics and Gynecology,,43,45,37,45,46,45,41,50,24,62,30,29,21,64,48
19120,Advanced Practice Registered Nurse,Medical Services,Nursing,Occupational Medicine,,49,44,51,56,46,45,48,53,25,57,24,54,61,41,64
27290,Advanced Practice Registered Nurse,Medical Services,Nursing,Occupational Medicine,,38,35,42,39,35,54,21,27,20,58,34,32,65,31,43
47033,Certified Nursing Assistant,Medical Services,Nursing,Occupational Medicine,,53,57,52,54,47,30,37,43,49,53,66,68,40,56,59
12280,Certified Nursing Assistant,Medical Services,Nursing,Occupational Medicine,,45,54,38,43,44,21,37,37,61,50,28,45,48,60,39
5882,Licensed Practical Nurse,Medical Services,Nursing,Occupational Medicine,,48,43,47,52,50,57,63,33,49,34,32,44,56,44,67
33227,Licensed Practical Nurse,Medical Services,Nursing,Occupational Medicine,,46,44,48,45,45,38,51,25,41,29,69,43,40,63,57
21066,Licensed Practical Nurse,Medical Services,Nursing,Occupational Medicine,,46,45,45,46,46,58,20,26,44,41,61,57,28,38,66
21335,Registered Nurse,Medical Services,Nursing,Occupational Medicine,,51,55,50,48,51,43,56,45,61,31,43,62,69,65,42
45999,Registered Nurse,Medical Services,Nursing,Occupational Medicine,,48,46,50,49,47,24,53,56,46,37,40,48,49,52,56
3561,Advanced Practice Registered Nurse,Medical Services,Nursing,Occupational Therapy,,40,43,33,40,45,63,40,37,23,43,38,40,21,67,37
34544,Advanced Practice Registered Nurse,Medical Services,Nursing,Occupational Therapy,,43,49,38,44,42,53,49,24,61,56,29,38,67,39,33
31462,Certified Nursing Assistant,Medical Services,Nursing,Occupational Therapy,,51,54,43,53,52,59,66,63,64,57,39,53,36,41,35
21633,Certified Nursing Assistant,Medical Services,Nursing,Occupational Therapy,,47,45,56,36,51,33,26,49,50,27,59,34,59,70,55
44338,Licensed Practical Nurse,Medical Services,Nursing,Occupational Therapy,,41,55,30,38,41,22,33,40,69,57,30,41,29,53,20
18054,Licensed Practical Nurse,Medical Services,Nursing,Occupational Therapy,,46,34,60,51,39,36,66,46,26,57,69,23,69,29,56
49733,Licensed Practical Nurse,Medical Services,Nursing,Occupational Therapy,,37,36,39,37,34,41,50,22,45,28,48,39,53,30,32
3256,Registered Nurse,Medical Services,Nursing,Occupational Therapy,,51,61,43,49,49,38,52,46,64,55,30,57,64,67,32
10121,Registered Nurse,Medical Services,Nursing,Occupational Therapy,,42,46,39,50,34,45,57,44,38,68,37,53,55,24,21
13532,Chief Financial Officer,Administration,Finance,Office of the CFO,,45,44,41,50,46,52,68,52,34,51,38,38,32,52,41
7081,Executive Assistant,Administration,Finance,Office of the CFO,,49,48,47,54,45,70,66,44,36,59,58,55,50,41,36
24257,Chief Information Officer,Administration,Health Information Management,Office of the CIO,,20,15,17,22,25,35,24,13,20,4,1,20,12,15,40
4752,Executive Assistant,Administration,Health Information Management,Office of the CIO,,41,34,39,44,47,57,58,50,29,13,11,48,39,44,55
40012,Advanced Practice Registered Nurse,Medical Services,Nursing,Oncology,,47,52,42,42,51,62,64,43,69,53,54,28,50,58,22
17867,Certified Nursing Assistant,Medical Services,Nursing,Oncology,,35,35,39,24,43,46,22,50,50,25,48,23,31,40,27
22909,Certified Nursing Assistant,Medical Services,Nursing,Oncology,,42,37,52,35,45,59,43,35,63,35,69,20,64,30,40
4291,Licensed Practical Nurse,Medical Services,Nursing,Oncology,,39,37,38,43,37,47,30,26,21,31,34,58,41,37,52
4706,Registered Nurse,Medical Services,Nursing,Oncology,,37,34,43,33,36,37,24,27,44,25,61,40,41,27,44
12439,Registered Nurse,Medical Services,Nursing,Oncology,,45,49,43,38,51,66,21,40,43,42,69,47,21,64,41
39253,Certified Nursing Assistant,Medical Services,Nursing,Ophthalmology,,51,60,48,42,54,60,43,53,70,42,52,61,63,65,22
45257,Certified Nursing Assistant,Medical Services,Nursing,Ophthalmology,,47,48,46,44,48,69,33,45,21,45,58,58,43,66,38
40676,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,45,47,40,46,45,32,51,61,59,55,28,40,34,34,37
1092,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,43,45,42,46,38,50,51,49,31,54,59,57,39,37,21
37347,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,47,54,37,41,55,61,55,59,63,54,34,30,33,70,23
522,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,51,51,54,48,51,56,39,70,59,67,40,48,68,30,38
7212,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,44,46,38,45,48,53,23,26,51,29,35,60,23,43,66
32415,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,49,51,42,49,52,52,62,50,55,32,49,57,24,58,44
2785,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,41,41,46,30,47,55,27,61,54,41,54,26,44,43,24
22020,Licensed Practical Nurse,Medical Services,Nursing,Ophthalmology,,51,52,51,45,55,59,26,52,43,55,58,43,37,66,55
28707,Registered Nurse,Medical Services,Nursing,Ophthalmology,,39,35,45,35,40,39,31,31,44,33,41,27,58,37,48
9983,Registered Nurse,Medical Services,Nursing,Ophthalmology,,48,54,47,49,42,51,56,24,65,68,69,42,64,39,29
39410,Certified Nursing Assistant,Medical Services,Nursing,Oral and Maxillofacial Surgery,,41,57,23,47,38,43,40,24,33,70,24,56,22,67,21
